Bắt	Arrest-jail	O	T33	Person-Arg:T34 
quốc_hội	O	FAC	T10	N
Thái_Lan	O	FAC	T10	N
,	O	O	O	N
kêu_gọi	O	O	O	N
chính_phủ	O	O	O	N
của	O	O	O	N
Thủ_tướng	O	O	O	N
Yingluck_Shinawatra	O	O	O	N
hoãn	O	O	O	N
dự_luật	O	O	O	N
hoà_giải	O	O	O	N
dân_tộc	O	O	O	N
trên	O	O	O	N
.	O	O	O	N

Lãnh_đạo	O	O	O	N
người	O	PER	T13	N
biểu_tình	Demonstrate	O	T12	Entity-Arg:T13 Entity-Arg2:T14 
là	O	O	O	N
Liên_minh	O	ORG	T14	N
Vì	O	ORG	T14	N
Dân_chủ	O	ORG	T14	N
Nhân_dân	O	ORG	T14	N
(	O	ORG	T14	N
PDA	O	ORG	T14	N
)	O	ORG	T14	N
,	O	O	O	N
được	O	O	O	N
biết	O	O	O	N
đến	O	O	O	N
như	O	O	O	N
phe	O	O	O	N
"	O	O	O	N
Áo_Vàng	O	O	O	N
"	O	O	O	N
,	O	O	O	N
từng	O	O	O	N
tổ_chức	O	O	O	N
các	O	O	O	N
cuộc	O	O	O	N
biểu_tình	Demonstrate	O	T11	Entity-Arg:T14 Time-Arg:T15 
dẫn	O	O	O	N
đến	O	O	O	N
đảo	O	O	O	N
chính	O	O	O	N
lật_đổ	O	O	O	N
ông	O	O	O	N
Thaksin	O	O	O	N
năm	O	TIME	T15	N
2006	O	TIME	T15	N
.	O	O	O	N

Đảng	O	ORG	T17	N
cầm_quyền	O	ORG	T17	N
Pheu_Thai	O	ORG	T17	N
cho_hay	O	O	O	N
dự_luật	O	O	O	N
sẽ	O	O	O	N
thúc_đẩy	O	O	O	N
hoà_giải	O	O	O	N
xã_hội	O	O	O	N
Thái_Lan	O	O	O	N
bằng	O	O	O	N
cách	O	O	O	N
ban	O	O	O	N
ân_xá	Pardon	O	T16	Adjudicator-Arg:T17 Defendant-Arg:T18 
cho	O	O	O	N
các	O	PER	T18	N
tù_nhân	O	PER	T18	N
chính_trị	O	PER	T18	N
trong	O	PER	T18	N
6	O	PER	T18	N
năm	O	PER	T18	N
qua	O	PER	T18	N
.	O	O	O	N

Tuy_nhiên	O	O	O	N
,	O	O	O	N
tại	O	O	O	N
cuộc	O	O	O	N
biểu_tình	Demonstrate	O	T19	
,	O	O	O	N
các	O	O	O	N
diễn_giả	O	O	O	N
cho_hay	O	O	O	N
họ	O	O	O	N
lo_ngại	O	O	O	N
dự_luật	O	O	O	N
này	O	O	O	N
sẽ	O	O	O	N
làm	O	O	O	N
suy_yếu	O	O	O	N
ngành	O	O	O	N
tư_pháp	O	O	O	N
và	O	O	O	N
hiến_pháp	O	O	O	N
Thái_Lan	O	O	O	N
.	O	O	O	N

Các	O	O	O	N
lãnh_đạo	O	O	O	N
PDA	O	O	O	N
cũng	O	O	O	N
tham_gia	O	O	O	N
tuần_hành	O	O	O	N
,	O	O	O	N
dù	O	O	O	N
họ	O	O	O	N
có_thể	O	O	O	N
được	O	O	O	N
lợi	O	O	O	N
từ	O	O	O	N
dự	O	O	O	N
dự_luật	O	O	O	N
này	O	O	O	N
do	O	O	O	N
có	O	O	O	N
liên_quan	O	O	O	N
đến	O	O	O	N
vụ	O	O	O	N
chiếm	O	O	O	N
sân_bay	O	O	O	N
quốc_tế	O	O	O	N
Bangkok	O	O	O	N
năm	O	O	O	N
2008	O	O	O	N
.	O	O	O	N

"	O	O	O	N
Dự_luật	O	O	O	N
hoà_giải	O	O	O	N
là	O	O	O	N
cách	O	O	O	N
đưa	O	O	O	N
Thaksin	O	O	O	N
và	O	O	O	N
chính_quyền	O	O	O	N
Thaksin	O	O	O	N
trở_lại	O	O	O	N
,	O	O	O	N
vì_thế	O	O	O	N
chúng_tôi	O	O	O	N
phải	O	O	O	N
ngăn_cản	O	O	O	N
điều	O	O	O	N
này	O	O	O	N
"	O	O	O	N
,	O	O	O	N
VOA	O	O	O	N
dẫn	O	O	O	N
lời	O	O	O	N
một	O	O	O	N
người	O	O	O	N
biểu_tình	O	O	O	N
nói	O	O	O	N
.	O	O	O	N

Phe	O	O	O	N
đối_lập	O	O	O	N
cáo_buộc	O	O	O	N
cựu	O	O	O	N
thủ_tướng	O	O	O	N
tham_nhũng	O	O	O	N
và	O	O	O	N
lạm_quyền	O	O	O	N
suốt	O	O	O	N
5	O	O	O	N
năm	O	O	O	N
tại	O	O	O	N
vị	O	O	O	N
.	O	O	O	N

Năm	O	TIME	T25	N
2008	O	TIME	T25	N
,	O	O	O	N
một	O	ORG	T24	N
toà_án	O	ORG	T24	N
đã	O	O	O	N
kết_án	Sentence	O	T20	Adjudicator-Arg:T24 Time-Arg:T25 Defendant-Arg:T21 Sentence-Arg:T22 Crime-Arg:T23 
ông	O	PER	T21	N
hai	O	SEN	T22	N
năm	O	SEN	T22	N
tù	O	SEN	T22	N
vì	O	O	O	N
tội	O	O	O	N
tham_nhũng	O	CRIME	T23	N
nhưng	O	O	O	N
Thaksin	O	PER	T27	N
đã	O	O	O	N
trốn	Transport	O	T26	Agent-Arg:T27 Destination-Arg:T28 
ra	O	O	O	N
nước_ngoài	O	LOC	T28	N
lưu_vong	O	O	O	N
.	O	O	O	N

Hiện	O	O	O	N
ông	O	O	O	N
sống	O	O	O	N
ở	O	O	O	N
Dubai	O	O	O	N
(	O	O	O	N
UAE	O	O	O	N
)	O	O	O	N
và	O	O	O	N
luôn	O	O	O	N
bác_bỏ	O	O	O	N
các	O	O	O	N
cáo_buộc	O	O	O	N
mà	O	O	O	N
ông	O	O	O	N
cho	O	O	O	N
là	O	O	O	N
có	O	O	O	N
động_cơ	O	O	O	N
chính_trị	O	O	O	N
.	O	O	O	N

Cuối	O	O	O	N
năm_ngoái	O	O	O	N
,	O	O	O	N
ông	O	O	O	N
đã	O	O	O	N
được	O	O	O	N
cấp	O	O	O	N
lại	O	O	O	N
hộ_chiếu	O	O	O	N
Thái_Lan	O	O	O	N
.	O	O	O	N

Giới	O	O	O	N
phân_tích	O	O	O	N
dự_đoán	O	O	O	N
nỗ_lực	O	O	O	N
đưa	O	O	O	N
ông	O	O	O	N
Thaksin	O	O	O	N
hồi_hương	O	O	O	N
có_thể	O	O	O	N
làm	O	O	O	N
dấy	O	O	O	N
lên	O	O	O	N
những	O	O	O	N
bất_ổn	O	O	O	N
chính_trị	O	O	O	N
mới	O	O	O	N
tại	O	O	O	N
Thái	O	O	O	N
.	O	O	O	N

Anh	O	O	O	N
Ngọc	O	O	O	N

Cụ	O	O	O	N
già	O	O	O	N
bị	O	O	O	N
giết	O	O	O	N
dã_man	O	O	O	N

(	O	O	O	N
Cadn.com.vn	O	O	O	N
)	O	O	O	N
-	O	O	O	N
8	O	TIME	T5	N
giờ	O	TIME	T5	N
ngày	O	TIME	T5	N
10-3	O	TIME	T5	N
,	O	O	O	N
chị	O	O	O	N
Lê_Thị_Xuân_Trang	O	PER	T4	N
(	O	O	O	N
45	O	O	O	N
tuổi	O	O	O	N
,	O	O	O	N
trú	O	O	O	N
thôn	O	O	O	N
Tri_Thiện	O	GPE	T7	N
,	O	GPE	T7	N
xã	O	GPE	T7	N
Phước_Quang	O	GPE	T7	N
,	O	GPE	T7	N
H.	O	GPE	T7	N
Tuy_Phước	O	GPE	T7	N
,	O	GPE	T7	N
Bình_Định	O	GPE	T7	N
)	O	O	O	N
đến	Transport	O	T3	Agent-Arg:T4 Time-Arg:T5 
nhà	O	O	O	N
cô	O	O	O	N
ruột	O	O	O	N
là	O	O	O	N
bà	O	O	O	N
Lê_Thị_Nhiền	O	PER	T9	N
(	O	O	O	N
73	O	O	O	N
tuổi	O	O	O	N
,	O	O	O	N
trú	O	O	O	N
cùng	O	O	O	N
địa_phương	O	O	O	N
)	O	O	O	N
để	O	O	O	N
hỏi_thăm	O	O	O	N
công_việc	O	O	O	N
.	O	O	O	N

Thấy	O	O	O	N
cửa	O	O	O	N
bên	O	O	O	N
ngoài	O	O	O	N
đóng	O	O	O	N
,	O	O	O	N
kêu	O	O	O	N
mãi	O	O	O	N
không	O	O	O	N
thấy	O	O	O	N
bà	O	O	O	N
Nhiền	O	O	O	N
ra	O	O	O	N
mở_cửa	O	O	O	N
nên	O	O	O	N
linh_tính	O	O	O	N
có	O	O	O	N
chuyện	O	O	O	N
chẳng	O	O	O	N
lành	O	O	O	N
,	O	O	O	N
chị	O	O	O	N
Trang	O	PER	T6	N
gọi	O	O	O	N
hàng_xóm	O	O	O	N
đến	O	O	O	N
phá	O	O	O	N
cửa	O	O	O	N
để	O	O	O	N
vào	O	O	O	N
nhà	O	O	O	N
thì	O	O	O	N
thấy	O	O	O	N
cảnh_tượng	O	O	O	N
hãi_hùng	O	O	O	N
khi	O	O	O	N
bà	O	O	O	N
Nhiền	O	PER	T2	N
đã	O	O	O	N
tắt_thở	Die	O	T1	Victim-Arg:T2 
,	O	O	O	N
nằm	O	O	O	N
vắt	O	O	O	N
ngang	O	O	O	N
trên	O	O	O	N
võng	O	O	O	N
.	O	O	O	N

Theo	O	O	O	N
xác_định	O	O	O	N
ban_đầu	O	O	O	N
của	O	O	O	N
ngành	O	O	O	N
chức_năng	O	O	O	N
,	O	O	O	N
bà	O	O	O	N
Nhiền	O	O	O	N
sống	O	O	O	N
một_mình	O	O	O	N
tại	O	O	O	N
nhà_riêng	O	O	O	N
ở	O	O	O	N
thôn	O	LOC	T8	N
Tri_Thiện	O	LOC	T8	N
và	O	O	O	N
bà	O	PER	T11	N
chết	Die	O	T10	Victim-Arg:T11 Time-Arg:T12 
vào_khoảng	O	O	O	N
13	O	TIME	T12	N
giờ	O	TIME	T12	N
ngày	O	TIME	T12	N
9-3	O	TIME	T12	N
,	O	O	O	N
trên	O	O	O	N
đầu	O	O	O	N
bị	O	O	O	N
chém	O	O	O	N
,	O	O	O	N
có	O	O	O	N
khả_năng	O	O	O	N
do	O	O	O	N
vết	O	O	O	N
rựa	O	O	O	N
gây	O	O	O	N
ra	O	O	O	N
.	O	O	O	N

Hiện	O	O	O	N
cơ_quan	O	O	O	N
CA	O	O	O	N
đang	O	O	O	N
tiếp_tục	O	O	O	N
điều_tra	O	O	O	N
,	O	O	O	N
làm	O	O	O	N
rõ	O	O	O	N
vụ_việc	O	O	O	N
.	O	O	O	N

Xét_xử	Trial-hearing	O	T2	Crime-Arg:T3 Place-Arg:T4 
đại_án	O	CRIME	T3	N
1.000	O	CRIME	T3	N
tỷ	O	CRIME	T3	N
đồng	O	CRIME	T3	N
tại	O	O	O	N
VDB	O	LOC	T4	N
Đắk_Nông	O	LOC	T4	N

(	O	O	O	N
HQ	O	O	O	N
Online	O	O	O	N
)	O	O	O	N
-	O	O	O	N
Hôm_nay	O	TIME	T8	N
11-3	O	TIME	T8	N
,	O	O	O	N
Toà_án	O	ORG	T1	N
Nhân_dân	O	ORG	T1	N
tỉnh	O	ORG	T1	N
Đắk_Nông	O	ORG	T1	N
mở	O	O	O	N
phiên_toà	O	O	O	N
sơ_thẩm	O	O	O	N
xét_xử	Trial-hearing	O	T5	Adjudicator-Arg:T1 Time-Arg:T8 Crime-Arg:T6 Place-Arg:T7 
vụ	O	CRIME	T6	N
án	O	CRIME	T6	N
lừa_đảo	O	CRIME	T6	N
hơn	O	CRIME	T6	N
1.000	O	CRIME	T6	N
tỷ	O	CRIME	T6	N
đồng	O	CRIME	T6	N
xảy	O	O	O	N
ra	O	O	O	N
tại	O	O	O	N
Ngân_hàng	O	FAC	T7	N
Phát_triển	O	FAC	T7	N
Việt_Nam	O	FAC	T7	N
(	O	FAC	T7	N
VDB	O	FAC	T7	N
)	O	FAC	T7	N
Chi_nhánh	O	FAC	T7	N
Đắk_Lắk	O	FAC	T7	N
-	O	FAC	T7	N
Đắk_Nông	O	FAC	T7	N
.	O	O	O	N

Đây	O	O	O	N
là	O	O	O	N
một	O	O	O	N
trong	O	O	O	N
10	O	O	O	N
vụ	O	O	O	N
án	O	O	O	N
tham_nhũng	O	O	O	N
lớn	O	O	O	N
được	O	O	O	N
Ban	O	O	O	N
Phòng_chống	O	O	O	N
tham_nhũng	O	O	O	N
Trung_ương	O	O	O	N
chỉ_đạo	O	O	O	N
và	O	O	O	N
dư_luận	O	O	O	N
đặc_biệt	O	O	O	N
quan_tâm	O	O	O	N
.	O	O	O	N

Trụ_sở	O	O	O	N
VDB	O	O	O	N
Chi_nhánh	O	O	O	N
Đắk_Lắk	O	O	O	N
-	O	O	O	N
Đắk_Nông	O	O	O	N
.	O	O	O	N

Nguồn	O	O	O	N
:	O	O	O	N
Internet	O	O	O	N

Theo	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
có	O	O	O	N
13	O	PER	T9	N
bị_cáo	O	PER	T9	N
bị	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
xét_xử	Trial-hearing	O	T10	Defendant-Arg:T9 Crime-Arg:T11 
về	O	O	O	N
các	O	CRIME	T11	N
tội	O	CRIME	T11	N
:	O	CRIME	T11	N
lừa_đảo	O	CRIME	T11	N
chiếm_đoạt	O	CRIME	T11	N
tài_sản	O	CRIME	T11	N
,	O	CRIME	T11	N
đưa	O	CRIME	T11	N
hối_lộ	O	CRIME	T11	N
,	O	CRIME	T11	N
nhận	O	CRIME	T11	N
hối_lộ	O	CRIME	T11	N
,	O	CRIME	T11	N
vi_phạm	O	CRIME	T11	N
các	O	CRIME	T11	N
quy_định	O	CRIME	T11	N
về	O	CRIME	T11	N
cho	O	CRIME	T11	N
vay	O	CRIME	T11	N
.	O	O	O	N

Số	O	O	O	N
người	O	O	O	N
có	O	O	O	N
quyền_lợi	O	O	O	N
và	O	O	O	N
nghĩa_vụ	O	O	O	N
liên_quan	O	O	O	N
lên	O	O	O	N
tới	O	O	O	N
30	O	O	O	N
người	O	O	O	N
;	O	O	O	N
gần	O	O	O	N
20	O	O	O	N
luật_sư	O	O	O	N
đăng_ký	O	O	O	N
tham_gia	O	O	O	N
bào_chữa	O	O	O	N
cho	O	O	O	N
các	O	O	O	N
bị_cáo	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
đơn	O	O	O	N
dân_sự	O	O	O	N
,	O	O	O	N
bị	O	O	O	N
hại	O	O	O	N
…	O	O	O	N

Theo	O	O	O	N
cáo_trạng	O	O	O	N
,	O	O	O	N
Vũ_Việt_Hùng	O	O	O	N
(	O	O	O	N
sinh	O	O	O	N
năm	O	O	O	N
1957	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
Giám_đốc	O	O	O	N
VDB	O	O	O	N
Đắk_Lắk	O	O	O	N
-	O	O	O	N
Đắk_Nông	O	O	O	N
)	O	O	O	N
đã	O	O	O	N
giúp_sức	O	O	O	N
cho	O	O	O	N
Trần_Thị_Xuân	O	O	O	N
(	O	O	O	N
sinh	O	O	O	N
năm	O	O	O	N
1964	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
Giám_đốc	O	O	O	N
Công_ty	O	O	O	N
TNHH	O	O	O	N
TMDV	O	O	O	N
Nhật_Tân	O	O	O	N
)	O	O	O	N
và	O	O	O	N
Cao_Bạch_Mai	O	O	O	N
(	O	O	O	N
sinh	O	O	O	N
năm	O	O	O	N
1949	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
Giám_đốc	O	O	O	N
Công_ty	O	O	O	N
TNHH	O	O	O	N
TMDV	O	O	O	N
Minh_Nhật	O	O	O	N
)	O	O	O	N
sử_dụng	O	O	O	N
hàng	O	O	O	N
trăm	O	O	O	N
hợp_đồng	O	O	O	N
xuất_khẩu	O	O	O	N
giả	O	O	O	N
để	O	O	O	N
vay	O	O	O	N
1.943,5	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
của	O	O	O	N
VDB	O	O	O	N
sai	O	O	O	N
quy_định	O	O	O	N
,	O	O	O	N
dẫn	O	O	O	N
đến	O	O	O	N
không	O	O	O	N
có	O	O	O	N
khả_năng	O	O	O	N
thu_hồi	O	O	O	N
trên	O	O	O	N
357,7	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
.	O	O	O	N

Ngoài_ra	O	O	O	N
,	O	O	O	N
Vũ_Việt_Hùng	O	O	O	N
còn	O	O	O	N
đưa	O	O	O	N
thông_tin	O	O	O	N
sai	O	O	O	N
,	O	O	O	N
ký	O	O	O	N
khống	O	O	O	N
các	O	O	O	N
hợp_đồng	O	O	O	N
xuất_khẩu	O	O	O	N
giả	O	O	O	N
,	O	O	O	N
tiếp_tay	O	O	O	N
cho	O	O	O	N
Cao_Bạch_Mai	O	O	O	N
,	O	O	O	N
Trần_Thị_Xuân	O	O	O	N
,	O	O	O	N
Nguyễn_Thị_Vân	O	O	O	N
(	O	O	O	N
sinh	O	O	O	N
năm	O	O	O	N
1958	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
Chủ_nhiệm	O	O	O	N
HTX	O	O	O	N
Sông_Cầu	O	O	O	N
)	O	O	O	N
,	O	O	O	N
Nguyễn_Thị_Kim_Loan	O	O	O	N
(	O	O	O	N
sinh	O	O	O	N
năm	O	O	O	N
1960	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
Giám_đốc	O	O	O	N
Công_ty	O	O	O	N
TNHH	O	O	O	N
DV	O	O	O	N
XNK	O	O	O	N
Phát_Long	O	O	O	N
)	O	O	O	N
và	O	O	O	N
Đặng_Thị_Ngân	O	O	O	N
(	O	O	O	N
sinh	O	O	O	N
năm	O	O	O	N
1958	O	O	O	N
,	O	O	O	N
nguyên	O	O	O	N
Giám_đốc	O	O	O	N
Công_ty	O	O	O	N
TNHH	O	O	O	N
Thuỷ_Ngân	O	O	O	N
)	O	O	O	N
chiếm_đoạt	O	O	O	N
hơn	O	O	O	N
580	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
của	O	O	O	N
Ngân_hàng	O	O	O	N
Phương_Đông	O	O	O	N
và	O	O	O	N
Ngân_hàng	O	O	O	N
Nam	O	O	O	N
Á.	O	O	O	N

Theo	O	O	O	N
khai	O	O	O	N
nhận	O	O	O	N
của	O	O	O	N
các	O	O	O	N
bị_cáo	O	O	O	N
tại	O	O	O	N
cơ_quan	O	O	O	N
điều_tra	O	O	O	N
,	O	O	O	N
theo	O	O	O	N
thoả_thuận	O	O	O	N
,	O	O	O	N
Hùng	O	O	O	N
được	O	O	O	N
chi	O	O	O	N
tiền	O	O	O	N
"	O	O	O	N
hoa_hồng	O	O	O	N
"	O	O	O	N
3	O	O	O	N
%	O	O	O	N
trị_giá	O	O	O	N
trên	O	O	O	N
mỗi	O	O	O	N
hợp_đồng	O	O	O	N
vay	O	O	O	N
vốn	O	O	O	N
đáo_hạn	O	O	O	N
và	O	O	O	N
5	O	O	O	N
%	O	O	O	N
đối_với	O	O	O	N
hợp_đồng	O	O	O	N
vay	O	O	O	N
mới	O	O	O	N
,	O	O	O	N
tổng_cộng	O	O	O	N
Hùng	O	O	O	N
nhận	O	O	O	N
tiền	O	O	O	N
hoa_hồng	O	O	O	N
"	O	O	O	N
lại	O	O	O	N
quả	O	O	O	N
"	O	O	O	N
khoảng	O	O	O	N
117	O	O	O	N
tỷ	O	O	O	N
đồng	O	O	O	N
.	O	O	O	N

Riêng	O	O	O	N
bị_cáo	O	O	O	N
Mai	O	PER	T12	N
còn	O	O	O	N
khai	O	O	O	N
đã	O	O	O	N
tặng	Transfer-ownership	O	T13	Seller-Arg:T12 Buyer-Arg:T14 
Hùng	O	PER	T14	N
nhẫn	O	O	O	N
kim_cương	O	O	O	N
trị_giá	O	O	O	N
hơn	O	O	O	N
25.000	O	O	O	N
USD	O	O	O	N
cùng	O	O	O	N
100.000	O	O	O	N
USD	O	O	O	N
tiền_mặt	O	O	O	N
.	O	O	O	N

Khi	O	O	O	N
Hùng	O	O	O	N
doạ	O	O	O	N
không	O	O	O	N
cho	O	O	O	N
vay	O	O	O	N
tiếp	O	O	O	N
,	O	O	O	N
Mai	O	PER	T15	N
và	O	O	O	N
Xuân	O	PER	T16	N
còn	O	O	O	N
góp	O	O	O	N
tiền	O	O	O	N
mua	Transfer-ownership	O	T17	Seller-Arg:T15 Seller-Arg2:T16 Buyer-Arg:T18 Artifact-Arg:T19 
cho	O	O	O	N
Hùng	O	PER	T18	N
một	O	VEH	T19	N
chiếc	O	VEH	T19	N
xe	O	VEH	T19	N
ôtô	O	VEH	T19	N
hiệu	O	VEH	T19	N
BMW	O	VEH	T19	N
-	O	VEH	T19	N
X6	O	VEH	T19	N
trị_giá	O	VEH	T19	N
3,2	O	VEH	T19	N
tỉ	O	VEH	T19	N
đồng	O	VEH	T19	N
.	O	O	O	N

Cộng	O	O	O	N
cả	O	O	O	N
số	O	O	O	N
tiền	O	O	O	N
các	O	O	O	N
bị_cáo	O	O	O	N
đã	O	O	O	N
chi	O	O	O	N
cho	O	O	O	N
Hùng	O	O	O	N
để	O	O	O	N
đạt	O	O	O	N
mục_đích	O	O	O	N
vay	O	O	O	N
vốn	O	O	O	N
,	O	O	O	N
chiếm_đoạt	O	O	O	N
tiền	O	O	O	N
của	O	O	O	N
ngân_hàng	O	O	O	N
khoảng	O	O	O	N
130	O	O	O	N
tỉ	O	O	O	N
đồng	O	O	O	N
.	O	O	O	N

/	O	O	O	N
.	O	O	O	N

Nguyễn_Hiền	O	O	O	N

'	O	O	O	N
Lằn	O	O	O	N
ranh	O	O	O	N
đỏ	O	O	O	N
'	O	O	O	N
của	O	O	O	N
Trump	O	O	O	N
tại	O	O	O	N
thành_trì	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
Syria	O	O	O	N
cuối_cùng	O	O	O	N
.	O	O	O	N

Tổng_thống	O	O	O	N
Mỹ	O	O	O	N
Donald_Trump	O	O	O	N
.	O	O	O	N

Ảnh	O	O	O	N
:	O	O	O	N
Reuters	O	O	O	N
.	O	O	O	N

Tổng_thống	O	O	O	N
Mỹ	O	O	O	N
Donald_Trump	O	O	O	N
hôm_nay	O	O	O	N
cảnh_báo	O	O	O	N
quân_đội	O	ORG	T29	N
Syria	O	ORG	T29	N
không	O	O	O	N
được	O	O	O	N
"	O	O	O	N
liều_lĩnh	O	O	O	N
tấn_công	Attack	O	T27	Place-Arg:T28 Attacker-Arg:T29 
tỉnh	O	GPE	T28	N
Idlib	O	GPE	T28	N
"	O	O	O	N
,	O	O	O	N
cho_rằng	O	O	O	N
chiến_dịch	O	O	O	N
quân_sự	O	O	O	N
nhắm	O	O	O	N
vào	O	O	O	N
khu_vực	O	O	O	N
này	O	O	O	N
dưới	O	O	O	N
sự	O	O	O	N
hậu_thuẫn	O	O	O	N
của	O	O	O	N
Nga	O	O	O	N
và	O	O	O	N
Iran	O	O	O	N
là	O	O	O	N
một	O	O	O	N
"	O	O	O	N
thảm_kịch	O	O	O	N
tiềm_tàng	O	O	O	N
"	O	O	O	N
có_thể	O	O	O	N
khiến	O	O	O	N
hàng	O	PER	T1	N
trăm_nghìn	O	PER	T1	N
người	O	PER	T1	N
thiệt_mạng	Die	O	T2	Victim-Arg:T1 
.	O	O	O	N

Giới	O	O	O	N
quan_sát	O	O	O	N
cho_rằng	O	O	O	N
tuyên_bố	O	O	O	N
này	O	O	O	N
của	O	O	O	N
Trump	O	O	O	N
là	O	O	O	N
một	O	O	O	N
"	O	O	O	N
lằn	O	O	O	N
ranh	O	O	O	N
đỏ	O	O	O	N
"	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
trên	O	O	O	N
chiến_trường	O	O	O	N
Syria	O	O	O	N
,	O	O	O	N
ám_chỉ	O	O	O	N
về	O	O	O	N
khả_năng	O	O	O	N
Mỹ	O	O	O	N
sẽ	O	O	O	N
có	O	O	O	N
hành_động	O	O	O	N
đáp	O	O	O	N
trả	O	O	O	N
nếu	O	O	O	N
quân_đội	O	O	O	N
chính_phủ	O	O	O	N
Syria	O	O	O	N
mở	O	O	O	N
chiến_dịch	O	O	O	N
tấn_công	Attack	O	T3	Place-Arg:T4 
quy_mô	O	O	O	N
lớn	O	O	O	N
vào	O	O	O	N
Idlib	O	GPE	T4	N
,	O	O	O	N
thành_trì	O	O	O	N
cuối_cùng	O	O	O	N
của	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
và	O	O	O	N
quân	O	O	O	N
nổi_dậy	O	O	O	N
ở	O	O	O	N
quốc_gia	O	O	O	N
này	O	O	O	N
,	O	O	O	N
theo	O	O	O	N
AFP	O	O	O	N
.	O	O	O	N

Thông_điệp	O	O	O	N
mang	O	O	O	N
tính	O	O	O	N
răn_đe	O	O	O	N
của	O	O	O	N
Trump	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
ra	O	O	O	N
trong	O	O	O	N
bối_cảnh	O	O	O	N
quân_đội	O	O	O	N
Syria	O	O	O	N
đang	O	O	O	N
tập_hợp	O	O	O	N
lực_lượng	O	O	O	N
chuẩn_bị	O	O	O	N
cho	O	O	O	N
chiến_dịch	O	O	O	N
giải_phóng	O	O	O	N
Idlib	O	O	O	N
.	O	O	O	N

Trước	O	O	O	N
đó	O	O	O	N
,	O	O	O	N
các	O	O	O	N
quan_chức	O	O	O	N
cấp	O	O	O	N
cao	O	O	O	N
Mỹ	O	O	O	N
đã	O	O	O	N
cảnh_báo	O	O	O	N
rằng	O	O	O	N
quân_đội	O	ORG	T5	N
Mỹ	O	ORG	T5	N
có_thể	O	O	O	N
tấn_công	Attack	O	T6	Attacker-Arg:T5 
nếu	O	O	O	N
Syria	O	O	O	N
sử_dụng	O	O	O	N
vũ_khí_hoá_học	O	O	O	N
trong	O	O	O	N
chiến_dịch	O	O	O	N
Idlib	O	O	O	N
.	O	O	O	N

Nga	O	GPE	T8	N
đã	O	O	O	N
phản_ứng	O	O	O	N
rất	O	O	O	N
quyết_liệt	O	O	O	N
trước	O	O	O	N
lời	O	O	O	N
đe_doạ	O	O	O	N
này	O	O	O	N
bằng	O	O	O	N
cách	O	O	O	N
điều	Transport	O	T7	Agent-Arg:T8 Artifact-Arg:T9 Destination-Arg:T10 
hạm_đội	O	WEA	T9	N
tàu_chiến	O	WEA	T9	N
lớn	O	WEA	T9	N
chưa	O	O	O	N
từng	O	O	O	N
có	O	O	O	N
đến	O	O	O	N
gần	O	GPE	T10	N
Syria	O	GPE	T10	N
,	O	O	O	N
đồng_thời	O	O	O	N
cáo_buộc	O	O	O	N
phiến	O	O	O	N
quân	O	O	O	N
sắp	O	O	O	N
dàn_dựng	O	O	O	N
một	O	O	O	N
vụ	O	O	O	N
tấn_công	Attack	O	T11	Instrument-Arg:T12 
hoá_học	O	WEA	T12	N
giả	O	O	O	N
để	O	O	O	N
phương	O	O	O	N
Tây	O	O	O	N
lấy	O	O	O	N
cớ	O	O	O	N
can_thiệp	O	O	O	N
.	O	O	O	N

Jonas_Parello	O	O	O	N
-	O	O	O	N
Plesner	O	O	O	N
,	O	O	O	N
chuyên_gia	O	O	O	N
tại	O	O	O	N
Viện	O	O	O	N
Hudson	O	O	O	N
ở	O	O	O	N
Washington	O	O	O	N
,	O	O	O	N
cho_rằng	O	O	O	N
những	O	O	O	N
lời	O	O	O	N
đe_doạ	O	O	O	N
của	O	O	O	N
các	O	O	O	N
quan_chức	O	O	O	N
Mỹ	O	O	O	N
hay	O	O	O	N
"	O	O	O	N
lằn	O	O	O	N
ranh	O	O	O	N
đỏ	O	O	O	N
"	O	O	O	N
của	O	O	O	N
Trump	O	O	O	N
khó	O	O	O	N
có_thể	O	O	O	N
thay_đổi	O	O	O	N
được	O	O	O	N
tình_hình	O	O	O	N
thực_tế	O	O	O	N
trên	O	O	O	N
chiến_trường	O	O	O	N
Idlib	O	O	O	N
,	O	O	O	N
nơi	O	O	O	N
đang	O	O	O	N
bị	O	O	O	N
kiểm_soát	O	O	O	N
